date,stock_type,close_percentage,open_percentage
2021-11-19,dow_jones,29.404930306878047,29.55814902482073
2021-11-18,dow_jones,30.382569244100356,29.63976248311415
2021-11-17,dow_jones,30.601024464968578,30.57141974552004
2021-11-16,dow_jones,31.36857098680111,30.269833614899294
2021-11-15,dow_jones,31.16949646114185,30.459945296696517
2021-11-12,dow_jones,31.216237302627498,29.863966755422126
2021-11-11,dow_jones,30.565329909836464,30.134789154183565
2021-11-10,dow_jones,31.142207306422705,31.075332776548812
2021-11-09,dow_jones,32.014693548613806,31.45549971881018
2021-11-08,dow_jones,32.42265363318463,31.498577406613173
2021-11-05,dow_jones,32.043658104090945,30.965198334385825
2021-11-04,dow_jones,31.30318776230493,30.38278912371604
2021-11-03,dow_jones,31.424398747652134,30.208122781848186
2021-11-02,dow_jones,31.04293271235598,29.760433609228947
2021-11-01,dow_jones,30.538466704462575,29.394061682904493
2021-10-29,dow_jones,30.195776257895858,28.955808978242096
2021-10-28,dow_jones,29.871997962258334,28.353243246331168
2021-10-27,dow_jones,29.000420412003763,29.400493714875076
2021-10-26,dow_jones,29.967950151432092,29.240243023607952
2021-10-25,dow_jones,29.91077355098777,28.884816835900107
2021-10-22,dow_jones,29.67767987095439,28.578237417302194
2021-10-21,dow_jones,29.408920032411906,28.262644690745503
2021-10-20,dow_jones,29.43167992575987,28.099572932824618
2021-10-19,dow_jones,28.879081641852988,27.55868982329826
2021-10-18,dow_jones,28.15685613035527,27.18187995035487
2021-10-15,dow_jones,28.288261503365497,26.469109249614608
2021-10-14,dow_jones,26.899041912137722,24.37326830586625
2021-10-13,dow_jones,24.955349859883963,24.11866704036396
2021-10-12,dow_jones,24.957280830249104,24.60411619014384
2021-10-11,dow_jones,25.38516114586621,25.38639797323287
2021-10-08,dow_jones,26.294548799667645,25.50838089534167
2021-10-07,dow_jones,26.326140042773833,24.61339749943473
2021-10-06,dow_jones,25.0977589243132,23.49126181656663
2021-10-05,dow_jones,24.725862550973712,22.900107299270175
2021-10-04,dow_jones,23.59272370611142,23.902911862684018
2021-10-01,dow_jones,24.768713055106062,22.522578054330076
2021-09-30,dow_jones,23.014795634473558,24.462682013457336
2021-09-29,dow_jones,25.002275279419223,24.073050392572583
2021-09-28,dow_jones,24.67249109801364,25.47273671817135
2021-09-27,dow_jones,26.742065380100865,25.442297408977225
2021-09-24,dow_jones,26.482648030530914,25.525490664596756
2021-09-23,dow_jones,26.36204757257857,23.84275261629248
2021-09-22,dow_jones,24.52103770915355,22.79763205307216
2021-09-21,dow_jones,23.290739818639288,22.865295336762717
2021-09-20,dow_jones,23.474764134099644,24.43284923359377
2021-09-17,dow_jones,25.70800235294418,25.437205383667184
2021-09-16,dow_jones,26.31297820800555,25.69867594647139
2021-09-15,dow_jones,26.542224145620153,24.870608251591754
2021-09-14,dow_jones,25.68143731211197,26.047599575542314
2021-09-13,dow_jones,26.74300246866042,25.175918190195468
2021-09-10,dow_jones,25.791019880333792,26.2017567628373
2021-09-09,dow_jones,26.778441454185387,26.431010744455513
2021-09-08,dow_jones,27.329804484991037,26.699562184560673
2021-09-07,dow_jones,27.58034788986824,27.731536577174438
2021-09-03,dow_jones,28.55842697474731,27.834420878037246
2021-09-02,dow_jones,28.83005487221449,27.65866842550769
2021-09-01,dow_jones,28.352849622417203,27.78321851827141
2021-08-31,dow_jones,28.528042588119334,27.79704174487486
2021-08-30,dow_jones,28.670196082941423,28.087442346213432
2021-08-27,dow_jones,28.873601093610745,27.218314026188246
2021-08-26,dow_jones,27.99151679283996,28.007563843912074
2021-08-25,dow_jones,28.690769436317094,27.78761938225129
2021-08-24,dow_jones,28.548147397215228,27.765770221017878
2021-08-23,dow_jones,28.437102402908042,26.965038662013225
2021-08-20,dow_jones,27.653327211021413,26.087545879359624
2021-08-19,dow_jones,26.832025881818083,25.931230576074505
2021-08-18,dow_jones,27.073993506544213,27.503904708882143
2021-08-17,dow_jones,28.464618730611317,28.189311063080886
2021-08-16,dow_jones,29.490049184370896,28.156149424565875
2021-08-13,dow_jones,29.090153740736845,28.375445040896295
2021-08-12,dow_jones,29.03371545249096,28.124059791379302
2021-08-11,dow_jones,28.97961988564396,27.470291699702532
2021-08-10,dow_jones,28.1788919098163,26.8718870411059
2021-08-09,dow_jones,27.587077889523222,27.213123263545313
2021-08-06,dow_jones,27.974762785260047,26.663424320725937
2021-08-05,dow_jones,27.450404942943372,25.717957937049874
2021-08-04,dow_jones,26.46328153363346,26.555095361221365
2021-08-03,dow_jones,27.639952401580498,25.893061544249065
2021-08-02,dow_jones,26.62862087114876,26.270252261190713
2021-07-30,dow_jones,26.98231500913448,26.431673695119144
2021-07-29,dow_jones,27.524122576294978,26.33319025823621
2021-07-28,dow_jones,26.965816571161728,26.7808089041891
2021-07-27,dow_jones,27.429576019960557,26.668685610035208
2021-07-26,dow_jones,27.74139933730801,26.58549235441568
2021-07-23,dow_jones,27.440593909691074,25.86059106706423
2021-07-22,dow_jones,26.574795072220418,25.6604363879796
2021-07-21,dow_jones,26.482648030530914,24.783987399987897
2021-07-20,dow_jones,25.443061860197464,22.707061708153038
