date,stock_type,close_percentage,open_percentage
2021-11-19,ndx,55.5638771182775,55.530990203573474
2021-11-18,ndx,54.71563687098823,54.03001590857005
2021-11-17,ndx,53.07395311070579,53.375437896152036
2021-11-16,ndx,53.08990264527843,51.88404901107234
2021-11-15,ndx,51.95743985862479,52.41680517736884
2021-11-12,ndx,52.05852690877831,51.018408527510886
2021-11-11,ndx,50.48705776621223,51.35579661154384
2021-11-10,ndx,50.04684144560807,51.1018153528089
2021-11-09,ndx,52.246731416735514,53.947645591713545
2021-11-08,ndx,53.33639628561922,53.58602338995956
2021-11-05,ndx,53.55556489000539,54.0190270845618
2021-11-04,ndx,53.432230989042786,52.0994226235212
2021-11-03,ndx,51.538617913706005,50.29018337989901
2021-11-02,ndx,49.924066694995425,49.20757324434159
2021-11-01,ndx,49.29320760425227,49.15375735915261
2021-10-29,ndx,48.77873428389351,46.8913162652803
2021-10-28,ndx,48.10000825663406,47.22616352773538
2021-10-27,ndx,46.41261166364256,46.55712026034157
2021-10-26,ndx,46.04748648511834,46.671714065295724
2021-10-25,ndx,45.622284726370495,44.81090623354801
2021-10-22,ndx,44.12872081043251,44.856182389895864
2021-10-21,ndx,45.391373964635164,44.32773736490477
2021-10-20,ndx,44.444475762974974,45.09973435572814
2021-10-19,ndx,44.651068067686616,44.17407728161077
2021-10-18,ndx,43.62015981754466,41.75195885189904
2021-10-15,ndx,42.17493949088031,41.89651050260524
2021-10-14,ndx,41.28792537506098,40.192756631349404
2021-10-13,ndx,38.680194805232006,38.560475979352574
2021-10-12,ndx,37.62432645012378,38.75293633439523
2021-10-11,ndx,38.10885314436251,38.690947626008125
2021-10-08,ndx,39.113380497665354,40.35037012294687
2021-10-07,ndx,39.83031207670571,39.94375611671837
2021-10-06,ndx,38.60651528862573,36.47612171195788
2021-10-05,ndx,37.73733898561006,36.50937253585597
2021-10-04,ndx,35.84100348971692,38.201669778408714
2021-10-01,ndx,38.842302574724656,38.36867605446733
2021-09-30,ndx,37.88254391501538,39.29780955955225
2021-09-29,ndx,38.47641658506853,39.34674559968916
2021-09-28,ndx,38.63983514964387,40.91036903323711
2021-09-27,ndx,42.71841529824358,42.81945247496431
2021-09-24,ndx,43.89039443176082,42.98607350009776
2021-09-23,ndx,43.767436353164584,43.063380519080674
2021-09-22,ndx,42.452681386024636,41.586456888976784
2021-09-21,ndx,41.05654712696749,41.80258265799382
2021-09-20,ndx,40.91031556085404,41.53658523945019
2021-09-17,ndx,43.925969226977166,45.41373220501899
2021-09-16,ndx,45.63842675532591,45.143597925350385
2021-09-15,ndx,45.522224312925104,44.83626858612131
2021-09-14,ndx,44.389944854255056,45.64245201023245
2021-09-13,ndx,44.87427905411102,46.01703515382588
2021-09-10,ndx,44.93294400886098,46.97875905265146
2021-09-09,ndx,46.062125224608295,46.897893048931316
2021-09-08,ndx,46.623429678376034,47.17563144805136
2021-09-07,ndx,47.13883797145112,47.11260623122274
2021-09-03,ndx,46.92389507708678,46.329813041853704
2021-09-02,ndx,46.46761922511982,47.05606607163438
2021-09-01,ndx,46.53633055337071,46.876190580147075
2021-08-31,ndx,46.26355684658177,46.54002245737715
2021-08-30,ndx,46.47550232841435,45.22118012356556
2021-08-27,ndx,44.859731978612864,43.763610766130626
2021-08-26,ndx,43.41018511153572,44.16966524125353
2021-08-25,ndx,44.258718683598744,44.50639289512905
2021-08-24,ndx,44.15321342904062,44.07516869289544
2021-08-23,ndx,43.73214571632282,42.208068429370044
2021-08-20,ndx,41.66479271093437,40.648114052252225
2021-08-19,ndx,40.175830327384595,38.76139350946669
2021-08-18,ndx,39.46227198324235,40.657130758429275
2021-08-17,ndx,40.8224556247168,41.069670290792445
2021-08-16,ndx,42.117209508846685,41.737585323333995
2021-08-13,ndx,42.07882062908219,41.8483266190365
2021-08-12,ndx,41.63109702754986,41.0101123322903
2021-08-11,ndx,41.05645546297569,41.848143166214996
2021-08-10,ndx,41.29881505728644,42.369910508503246
2021-08-09,ndx,42.04531744008045,42.17049729152548
2021-08-06,ndx,41.82239061203062,42.072817836714236
2021-08-05,ndx,42.5008324809155,41.881770068397174
2021-08-04,ndx,41.57861939224619,41.44744551348009
2021-08-03,ndx,41.37240290990092,40.86546895517335
2021-08-02,ndx,40.454415531253446,40.51511992930095
2021-07-30,ndx,40.41950071677804,39.78707823451059
2021-07-29,ndx,41.24982065367105,41.0354746848636
2021-07-28,ndx,40.965781442290286,40.940326878989154
2021-07-27,ndx,40.39199235283982,41.85931544304475
2021-07-26,ndx,41.978109401295036,41.72096449770549
2021-07-23,ndx,41.845196613189664,40.93337401705405
2021-07-22,ndx,40.23430278775177,39.62806132882859
2021-07-21,ndx,39.318753671286096,38.29625805317756
2021-07-20,ndx,38.24476334499964,37.14714626982397
2021-07-19,ndx,36.5634715738618,36.36406872858159
2021-07-16,ndx,37.805197838737236,39.40845912884401
2021-07-15,ndx,38.86877513555558,39.98527149022534
2021-07-14,ndx,39.86138616992483,40.749563462545424
2021-07-13,ndx,39.61827493088134,39.68047379993305
2021-07-12,ndx,39.649715680067644,39.752515722938725
2021-07-09,ndx,39.163502368379845,38.1614752652166
2021-07-08,ndx,38.18778500769874,36.92491152185077
2021-07-07,ndx,39.01754579424179,39.85630415670614
