date,stock_type,close_percentage,open_percentage
2021-11-19,rut,36.4720641274515,37.71439813502742
2021-11-18,rut,37.66197363595103,38.59813352952764
2021-11-17,rut,38.4435867171776,40.1493100237971
2021-11-16,rut,40.07496655992326,39.77390464766778
2021-11-15,rut,39.836748615850546,40.60575104370839
2021-11-12,rut,40.468688081646484,40.45534979968174
2021-11-11,rut,40.314919273241884,39.35011128614002
2021-11-10,rut,39.175701997215306,41.445168736287805
2021-11-09,rut,41.372033617908365,42.36503857047232
2021-11-08,rut,42.271881176838306,42.14003443836964
2021-11-05,rut,41.94223236185367,40.0863487157375
2021-11-04,rut,39.9241127326286,40.17670616258886
2021-11-03,rut,40.03186749775622,37.67826369534312
2021-11-02,rut,37.561214825487276,37.470152662848655
2021-11-01,rut,37.34338752976413,33.962649918920775
2021-10-29,rut,33.79464686825716,33.88453178602314
2021-10-28,rut,33.840660911534144,31.387242091370716
2021-10-27,rut,31.191199032155176,33.80933116400981
2021-10-26,rut,33.73000538471663,34.85278960560608
2021-10-25,rut,34.69449442718711,33.59656634586084
2021-10-22,rut,33.44985437092086,33.8221539801404
2021-10-21,rut,33.735821127516466,33.51553070207889
2021-10-20,rut,33.362490254142806,32.67669651167633
2021-10-19,rut,32.55523955856877,32.282049795470925
2021-10-18,rut,32.08523084828527,32.03780432329216
2021-10-15,rut,31.95766843103008,32.71866597312926
2021-10-14,rut,32.45448074810502,30.807226695808094
2021-10-13,rut,30.578484222264823,30.286671595243895
2021-10-12,rut,30.130017933354825,29.50146267807112
2021-10-11,rut,29.33616193146648,30.16891800960078
2021-10-08,rut,30.06129547626037,31.178561788459792
2021-10-07,rut,31.05142213307831,29.270040022022936
2021-10-06,rut,29.00534712403787,29.763782485972246
2021-10-05,rut,29.785808432240508,29.321914788722136
2021-10-04,rut,29.151536981556614,30.62652603386579
2021-10-01,rut,30.558676570137244,28.58974764260228
2021-09-30,rut,28.38856556001364,29.804001440894584
2021-09-29,rut,29.608165217574456,30.029603306934543
2021-09-28,rut,29.868508579242654,32.8801395267559
2021-09-27,rut,32.85170024716018,31.04098336056373
2021-09-24,rut,30.933770651596927,31.623332764833805
2021-09-23,rut,31.572691852636687,29.414606244280943
2021-09-22,rut,29.215026692073216,27.551554952358202
2021-09-21,rut,27.32911923045921,27.29622293881903
2021-09-20,rut,27.097314244828375,30.174753031369416
2021-09-17,rut,30.28145475687147,30.200982165807446
2021-09-16,rut,30.050801544264566,30.24528563596783
2021-09-15,rut,30.140497645930576,28.85498496138772
2021-09-14,rut,28.715299393888333,30.68073480927244
2021-09-13,rut,30.509178768948374,29.9060146995228
2021-09-10,rut,29.73862839651955,31.19662189242173
2021-09-09,rut,30.99549715402751,31.132507811768818
2021-09-08,rut,31.03044848850675,32.61723621667792
2021-09-07,rut,32.5377781107492,33.61812746288397
2021-09-03,rut,33.49528541797585,34.29316832271285
2021-09-02,rut,34.192449363534315,33.376799501589524
2021-09-01,rut,33.20465469160433,32.57118223998694
