Date,Close/Last,Volume,Open,High,Low
12/08/2021,160.7,N/A,160.8,167.1,159.2
12/07/2021,160.5,N/A,159.9,164,159.7
12/06/2021,160,N/A,154,163.4,158.9
12/05/2021,154.3,N/A,158.9,156.2,150.3
12/04/2021,158.6,N/A,198.6,189.2,130.3
12/03/2021,171,N/A,201.3,189.2,171
12/02/2021,201.2,N/A,203,204.4,199.1
12/01/2021,202.8,N/A,211.4,210.1,200.1
11/30/2021,210.8,N/A,204,214.6,207.1
11/29/2021,204,N/A,198.4,209.4,201.4
11/28/2021,198.8,N/A,188.1,202.7,198.4
11/27/2021,188.2,N/A,198.7,195.1,185.8
11/26/2021,198.8,N/A,216.5,200.7,195.3
11/25/2021,216.6,N/A,218.8,224.7,215.6
11/24/2021,216.9,N/A,212.1,222.9,210.7
11/23/2021,211.7,N/A,210.3,217.7,209.5
11/22/2021,210.4,N/A,211.9,212.1,206.9
11/21/2021,214.1,N/A,223.8,221.9,213.7
11/20/2021,223.6,N/A,221,226.9,219.8
11/19/2021,220,N/A,207,224.8,217.3
11/18/2021,205.9,N/A,219.1,209.1,199.8
11/17/2021,221.1,N/A,222.8,231.9,219.4
11/16/2021,221.3,N/A,246.8,233.6,219.3
11/15/2021,247.3,N/A,276.2,263,240.2
11/14/2021,275.8,N/A,255.5,281.1,272.4
11/13/2021,255.5,N/A,246.6,262.5,255.3
11/12/2021,247.9,N/A,275.1,255.6,245.5
11/11/2021,276.7,N/A,255.7,282.6,261.5
11/10/2021,254.5,N/A,267,262.5,251.1
11/09/2021,267.4,N/A,243.4,267.4,254.7
11/08/2021,243.1,N/A,206.1,247.2,227.1
11/07/2021,205.7,N/A,198.9,207.6,202
11/06/2021,199.3,N/A,200.307,200.1,197.1
11/05/2021,200.302,N/A,201.634,200.35,200.245
11/04/2021,201.679,N/A,203.322,203.073,200.457
11/03/2021,203.266,N/A,202.025,206.754,203.266
11/02/2021,201.86,N/A,196.091,203.362,199.064
11/01/2021,196.078,N/A,189.309,197.873,196.051
10/31/2021,189.911,N/A,193.342,192.81,188.785
10/30/2021,193.696,N/A,192.439,194.154,189.333
10/29/2021,192.623,N/A,192.959,196.884,192.419
10/28/2021,192.951,N/A,181.539,193.586,189.19
10/27/2021,182.129,N/A,203.545,182.484,178.541
10/26/2021,202.741,N/A,195.71,204.809,196.761
10/25/2021,196.52,N/A,193.631,197.179,194.711
10/24/2021,193.531,N/A,196.279,194.659,189.66
10/23/2021,198.58,N/A,193.041,199.685,194.75
