Date,Close/Last,Volume,Open,High,Low
12/08/2021,604.57,N/A,572.09,616.24,600.01
12/07/2021,571.81,N/A,588.11,579.49,567.51
12/06/2021,587.5,N/A,554.1,593.41,582.3
12/05/2021,555.09,N/A,562.5,560.11,536.91
12/04/2021,563,N/A,608.06,595.9,495.12
12/03/2021,556.99,N/A,615.9,595.9,556.99
12/02/2021,615.11,N/A,616.51,620.41,609.79
12/01/2021,616.5,N/A,630.89,628.69,605.61
11/30/2021,629.82,N/A,617.31,635.6,620.89
11/29/2021,616.41,N/A,607.71,634.01,614.26
11/28/2021,608.9,N/A,577.18,618.59,601.99
11/27/2021,575.93,N/A,593.2,603.7,573.96
11/26/2021,593.89,N/A,618.62,595.3,584.3
11/25/2021,619.8,N/A,607.61,657.7,615.27
11/24/2021,607.78,N/A,582.7,613.91,587.72
11/23/2021,582.18,N/A,566.99,593.89,579.2
11/22/2021,567.7,N/A,566.82,568.9,558.3
11/21/2021,569.43,N/A,589.61,585.14,564.24
11/20/2021,589.5,N/A,582.49,604.91,588.92
11/19/2021,580.41,N/A,537.79,592.2,579.4
11/18/2021,535.53,N/A,572.99,541.8,524.7
11/17/2021,574.91,N/A,566.65,587.9,572.91
11/16/2021,563.72,N/A,611.01,592.5,563.67
11/15/2021,611.7,N/A,651.82,634.51,599.01
11/14/2021,651.7,N/A,644.41,659.2,650.8
11/13/2021,644.41,N/A,624.23,655.2,643.21
11/12/2021,625.43,N/A,632,630.3,623.84
11/11/2021,633.01,N/A,616.4,634.5,624.89
11/10/2021,615.12,N/A,631.7,620.51,606.01
11/09/2021,631.31,N/A,646.49,636.61,624.23
11/08/2021,643.69,N/A,635.49,656.68,642.51
11/07/2021,635.6,N/A,657.52,649.5,631.7
11/06/2021,644.4,N/A,608.32,648.9,630.91
11/05/2021,607.62,N/A,580.23,615.99,601.52
11/04/2021,577.61,N/A,558.6,577.61,554.42
11/03/2021,557.72,N/A,552.1,568.67,555.73
11/02/2021,552.1,N/A,549.78,555.29,547.39
11/01/2021,550,N/A,514.14,551.5,542.5
10/31/2021,515.76,N/A,528.79,529.69,515.11
10/30/2021,527.91,N/A,523.63,534.01,525.7
10/29/2021,522.41,N/A,496.62,540.31,520.95
10/28/2021,494.93,N/A,455.39,499.9,489.13
10/27/2021,455.5,N/A,480.53,456.99,446.6
10/26/2021,482.49,N/A,487.02,483.29,476.5
10/25/2021,486.02,N/A,479.91,487.19,483.7
10/24/2021,480.28,N/A,484.2,482.41,474.82
10/23/2021,484.7,N/A,481.29,486.42,482.23
10/22/2021,481.3,N/A,475.62,481.78,475.7
10/21/2021,479.99,N/A,498.08,480.78,470.92
10/20/2021,497.81,N/A,483.89,504.79,494.72
10/19/2021,484.6,N/A,494.68,488.1,482.35
10/18/2021,493.61,N/A,471.77,494.89,482.76
10/17/2021,471.09,N/A,464.97,475.39,469.79
10/16/2021,465.7,N/A,473.89,466.4,460.14
10/15/2021,474.18,N/A,465.7,477.3,470.51
10/14/2021,467.49,N/A,467.69,474.8,461.91
10/13/2021,466.7,N/A,460.62,472.47,461.8
10/12/2021,459.13,N/A,406.01,464.81,441.39
10/11/2021,406.62,N/A,415.71,413.03,403.11
10/10/2021,414.69,N/A,416.61,415.5,400.42
10/09/2021,415.29,N/A,424.36,422.18,411.73
10/08/2021,424.68,N/A,433.38,424.68,416.51
10/07/2021,433.09,N/A,428.6,441.59,429.15
10/06/2021,430.4,N/A,436.48,434.99,424.11
10/05/2021,437.11,N/A,428.69,442.79,434.4
10/04/2021,427.71,N/A,413.98,429.5,424.21
10/03/2021,414.4,N/A,429.72,430.87,413.1
10/02/2021,427.38,N/A,414.97,432.87,422.34
10/01/2021,417.12,N/A,385.32,423.09,415.71
09/30/2021,383.99,N/A,380,391.49,381.79
09/29/2021,379.11,N/A,340.1,379.6,366.49
09/28/2021,339.42,N/A,339.79,339.61,331.57
09/27/2021,351.09,N/A,338.31,357.5,340.8
09/26/2021,351.03,N/A,341.3,357.5,340.8
09/25/2021,341.49,N/A,357.33,350.49,337.5
09/24/2021,356.7,N/A,374.9,358.57,351.21
09/23/2021,376.01,N/A,379.68,384.99,375.31
09/22/2021,379.21,N/A,353.3,379.85,371.81
09/21/2021,354.47,N/A,363.61,356.28,342.42
09/20/2021,364.04,N/A,391.6,367.17,345.04
09/19/2021,391.41,N/A,408.22,409.6,387.72
09/18/2021,409.58,N/A,412.58,410.88,406.31
09/17/2021,407.4,N/A,425.48,407.69,401.63
09/16/2021,420.7,N/A,424.59,425.79,418.6
09/15/2021,424.02,N/A,413.1,432.9,422.02
09/14/2021,413.3,N/A,400.8,415.1,410.1
09/13/2021,401.4,N/A,397.97,402.58,396.11
09/12/2021,401.81,N/A,405.98,419.39,400.12
09/11/2021,405.38,N/A,402.49,405.99,398
09/10/2021,401,N/A,432.39,408.89,399.52
09/09/2021,432.39,N/A,409.02,438.89,419.73
09/08/2021,407.42,N/A,413.01,418.09,404.11
09/07/2021,414.99,N/A,495.42,425.48,411.31
09/06/2021,496.11,N/A,498.78,504.58,494.61
09/05/2021,495.79,N/A,491.09,500.3,488.91
09/04/2021,491.51,N/A,489.41,500.3,491.31
09/03/2021,489.61,N/A,486.9,492.79,485.62
09/02/2021,486.1,N/A,493.79,486.98,473.55
09/01/2021,493.7,N/A,463.39,504.56,486.23
08/31/2021,462.8,N/A,461.5,465.68,455.51
08/30/2021,461.4,N/A,473.12,462.68,452.5
08/29/2021,473.49,N/A,481.73,480.69,471.82
08/28/2021,482.7,N/A,487.62,495.47,480.54
08/27/2021,488.1,N/A,474.19,496.78,486.41
08/26/2021,480.29,N/A,473.11,518.58,475.61
08/25/2021,493.18,N/A,477.11,518.58,491.75
08/24/2021,477.43,N/A,495.04,484.24,471.95
08/23/2021,495.25,N/A,462.8,504.05,491.66
08/22/2021,457.29,N/A,448.46,457.57,447.02
08/21/2021,448.2,N/A,454.93,454.2,447.53
08/20/2021,454.04,N/A,430.45,454.89,445.4
08/19/2021,430.49,N/A,393.36,436.12,427.54
08/18/2021,394.52,N/A,396.63,405.29,392.48
08/17/2021,394.05,N/A,426.31,406.63,386.69
08/16/2021,426.92,N/A,411.06,429.3,409.14
08/15/2021,412.51,N/A,404.8,418.39,412.3
08/14/2021,406.89,N/A,407.21,410.93,404.89
08/13/2021,407.6,N/A,393.09,410.89,405.23
08/12/2021,393.09,N/A,399.61,394.58,383
08/11/2021,401.57,N/A,379.07,406.08,389.24
08/10/2021,378.78,N/A,350.93,382.32,371.12
08/09/2021,350.59,N/A,339.21,355.94,350.18
08/08/2021,339.4,N/A,353.85,343.61,333.53
08/07/2021,353.66,N/A,350.26,358.21,348.35
08/06/2021,350.06,N/A,333.66,350.06,340.65
08/05/2021,333.51,N/A,334.41,339.35,333.51
08/04/2021,334.29,N/A,321.16,336.5,331.32
08/03/2021,321.84,N/A,326.29,325.32,320.74
08/02/2021,325.79,N/A,329.9,334.61,325.32
08/01/2021,329.83,N/A,346.68,334.45,326.39
07/31/2021,345.34,N/A,322.6,345.44,330.79
07/30/2021,323.29,N/A,321.74,324.35,320.58
07/29/2021,322.17,N/A,310.35,325.26,315.13
07/28/2021,311.3,N/A,311.54,314.19,309.08
07/27/2021,311.87,N/A,301.41,316.21,308.7
07/26/2021,302.54,N/A,322.44,307.62,298.53
07/25/2021,320.95,N/A,303.15,327.62,302.24
07/24/2021,299.52,N/A,299.49,299.52,296.15
07/23/2021,299.37,N/A,295.22,299.95,296.16
07/22/2021,294.87,N/A,290.61,297.16,292.06
07/21/2021,290.84,N/A,269.89,296.94,287.55
