date,cryptotype,close_percentage,open_percentage
2021-12-08,Monero,-20.91229411004981,-18.971500698327414
2021-12-07,Monero,-18.760080058901487,-22.17824906232233
2021-12-06,Monero,-21.914463445596322,-23.089287257506193
2021-12-05,Monero,-22.645677549290433,-20.766597651673166
2021-12-04,Monero,-22.85857769604284,-9.93317760029595
2021-12-03,Monero,-16.395349784139583,-7.772352855724233
2021-12-02,Monero,-6.9074100023067135,-12.424276991846577
2021-12-01,Monero,-11.442936208136015,-6.744540976934794
2021-11-30,Monero,-6.875668418490721,-10.37135235405695
2021-11-29,Monero,-10.086571197730258,-8.473359544344476
2021-11-28,Monero,-8.250225479166902,-14.76815968639521
2021-11-27,Monero,-14.607384287577862,-11.774136068317897
2021-11-26,Monero,-11.19713089513149,-6.764581500337343
2021-11-25,Monero,-6.314390509059711,-4.896255486565554
2021-11-24,Monero,-4.668488386882477,-6.864007899894352
2021-11-23,Monero,-6.507935023105565,-10.504308995527495
2021-11-22,Monero,-10.041285986878526,-7.864070004641353
2021-11-21,Monero,-7.320050591914606,-5.981489815773387
2021-11-20,Monero,-5.37647218742283,-4.457310395784093
2021-11-19,Monero,-4.260496220509267,-11.617287218342495
2021-11-18,Monero,-11.395707755550852,-8.707283259412954
2021-11-17,Monero,-7.811265481765176,-9.770930510742044
2021-11-16,Monero,-10.189923306701644,-3.4391365504033313
2021-11-15,Monero,-3.047358166924125,5.1502153147101275
2021-11-14,Monero,5.700466400903749,6.919497157217503
2021-11-13,Monero,7.155145267397556,0.23661768947686773
2021-11-12,Monero,0.7418568960905454,1.8771885647791433
2021-11-11,Monero,2.4756301649798202,1.0019916225702015
2021-11-10,Monero,1.685575410378581,10.587159918165217
2021-11-09,Monero,10.714431715825528,6.18804157476557
2021-11-08,Monero,6.649996920862596,3.3427812081664454
2021-11-07,Monero,3.7894033330154397,0.5749896958235333
2021-11-06,Monero,1.1850695805684746,-0.06782420535785422
2021-11-05,Monero,0.16316068917658727,1.2983420384724391
2021-11-04,Monero,1.5860979718544028,2.3415665381063855
2021-11-03,Monero,2.5766551090789505,5.06851254705901
2021-11-02,Monero,5.516986579604908,3.6584076908860403
2021-11-01,Monero,4.095206972853393,4.884302031769037
2021-10-31,Monero,5.616464018129086,3.4537803043361937
2021-10-30,Monero,3.8915977660605257,2.3531274738485832
2021-10-29,Monero,2.774464123220663,3.913924364268532
2021-10-28,Monero,4.209781450498091,-0.0867121634473452
2021-10-27,Monero,0.28083017797118875,7.297938449498723
2021-10-26,Monero,8.289313284581542,11.215331535522559
2021-10-25,Monero,11.81570047326722,10.535141587760597
2021-10-24,Monero,11.071326665676194,4.755591064563937
2021-10-23,Monero,4.848097967616482,3.254151287766443
2021-10-22,Monero,3.793278003462647,6.04622899777735
2021-10-21,Monero,6.06161403783062,0.9526547706490217
2021-10-20,Monero,1.357327033194002,-2.1346207899510654
2021-10-19,Monero,-1.480810004286871,0.09827456929836065
2021-10-18,Monero,0.2394137310568355,1.3203113446437773
2021-10-17,Monero,1.496295396428586,2.197437069621509
2021-10-16,Monero,2.762851924898698,3.2834358554145333
2021-10-15,Monero,3.8734057157901023,3.6572551255729833
2021-10-14,Monero,4.3301679338136,4.8615682690125075
2021-10-13,Monero,5.60756881432803,9.03099681073858
2021-10-12,Monero,9.154463405136731,3.9667189121288837
2021-10-11,Monero,4.8825447329337255,5.4897398863698506
2021-10-10,Monero,5.636983233271765,5.957975425234672
2021-10-09,Monero,6.427805834150653,6.470914033027361
2021-10-08,Monero,7.824813538683287,8.197033480647793
2021-10-07,Monero,8.5614380053799,10.661923772196905
2021-10-06,Monero,11.378677811089098,4.045328570827611
2021-10-05,Monero,4.699454741283536,1.4166563961189391
2021-10-04,Monero,1.6251872538965004,-1.2632814132797032
2021-10-03,Monero,-0.5955423112573123,-1.5735096564207949
2021-10-02,Monero,-1.4831312626492983,-2.5766531092496447
2021-10-01,Monero,-2.090090119090521,-5.874736393869084
2021-09-30,Monero,-5.7709207267603,-6.259346262749271
2021-09-29,Monero,-6.140201627720408,-8.655259048573065
2021-09-28,Monero,-8.25409424310428,-6.932991286054943
2021-09-27,Monero,-5.549887315974657,-9.528527208013218
2021-09-26,Monero,-6.483547044025507,-9.26878250167109
2021-09-25,Monero,-8.816535734971419,-7.9742870029201
2021-09-24,Monero,-7.822103927299665,-4.898572378062211
2021-09-23,Monero,-4.313140942606761,-4.053818449249686
2021-09-22,Monero,-3.821926052756193,-12.955327340273026
2021-09-21,Monero,-12.525233256009983,-11.53173276558907
2021-09-20,Monero,-10.870813946660688,-2.298796662273761
2021-09-19,Monero,-1.616677449861724,3.1631927149992434
2021-09-18,Monero,4.126558727020733,2.4221167404444452
2021-09-17,Monero,2.0165407820840673,2.395901760007661
2021-09-16,Monero,2.6900719107973488,2.9026776716366562
2021-09-15,Monero,3.250186237792232,2.775895487200347
2021-09-14,Monero,3.11741970987711,1.8128213203060524
2021-09-13,Monero,2.700916262841666,-4.3713678343028
2021-09-12,Monero,-2.9358787004293303,-3.3578218914800804
2021-09-11,Monero,-3.1038716529589987,-3.879622315225716
2021-09-10,Monero,-3.8300534102796027,2.3165158838532003
2021-09-09,Monero,2.528268980567487,0.22776175395919232
2021-09-08,Monero,0.6725617227877513,2.7735785957036905
2021-09-07,Monero,2.8305877796068843,18.97611831012373
2021-09-06,Monero,19.79166233676428,20.709553019220916
2021-09-05,Monero,17.77571146734929,18.227327204493776
2021-09-04,Monero,16.9086240115705,19.112156299676126
2021-09-03,Monero,19.714641448606386,16.89660822447527
2021-09-02,Monero,17.272878472666928,18.144083762801735
2021-09-01,Monero,18.585883794424902,9.457998737485248
2021-08-31,Monero,9.797800455608972,9.765921850000225
2021-08-30,Monero,10.315340659763201,11.24654488593944
2021-08-29,Monero,11.666277587636973,13.314494035845708
2021-08-28,Monero,14.189715781478835,18.722154071652707
2021-08-27,Monero,19.612447015561298,14.425167128034591
2021-08-26,Monero,14.456808155903685,15.967840516950242
2021-08-25,Monero,18.192604744033385,22.642628505758392
2021-08-24,Monero,22.497812505627333,22.259177082626532
2021-08-23,Monero,22.691357019673188,21.492262475492275
2021-08-22,Monero,21.3717600329471,10.812604045573345
2021-08-21,Monero,11.196355665716558,7.2709707733472895
2021-08-20,Monero,7.748170667154388,2.5034313993676958
2021-08-19,Monero,2.902198304762278,-4.211437636245551
2021-08-18,Monero,-3.3369011852054307,-1.7808420431951637
2021-08-17,Monero,-1.6437765169528606,5.071217547283532
2021-08-16,Monero,5.515439074029957,4.757131738604861
2021-08-15,Monero,5.636983233271765,3.62257231834639
2021-08-14,Monero,4.9777694843816995,3.993686588280317
2021-08-13,Monero,4.448227252256853,0.1117525269388069
2021-08-12,Monero,0.9841773682965146,5.0400041968666525
2021-08-11,Monero,6.038389641186689,3.658795799613907
2021-08-10,Monero,4.071202916912159,2.8741575605737575
2021-08-09,Monero,3.3148388943701708,-0.5618866159315943
2021-08-08,Monero,-0.01297143389614718,2.4305845672342543
2021-08-07,Monero,2.94903692769879,2.582041058066424
2021-08-06,Monero,2.9680086372665166,-2.1535087480405566
2021-08-05,Monero,-2.261567912418745,-5.140587572063173
2021-08-04,Monero,-4.669262139669953,-13.799699040792953
2021-08-03,Monero,-13.144578063560648,-9.640672989060752
2021-08-02,Monero,-9.437038218448382,-9.055669647025622
2021-08-01,Monero,-8.53860491501208,-5.381067972458482
2021-07-31,Monero,-4.778810177450973,-6.954572483498414
2021-07-30,Monero,-6.494001566421173,-6.241622630843378
2021-07-29,Monero,-5.689629431996717,-10.120857572395638
2021-07-28,Monero,-9.565935982426126,-12.613497637987189
2021-07-27,Monero,-12.260078216808736,-16.801426029074886
2021-07-26,Monero,-15.989678876128801,-13.531856975083073
2021-07-25,Monero,-12.652589420922602,-19.850167097346073
2021-07-24,Monero,-19.624834443298194,-21.425212282426926
2021-07-23,Monero,-21.15073991180857,-23.242666650671882
2021-07-22,Monero,-22.966188398600256,-25.722975443500772
2021-07-21,Monero,-25.479555993185276,-28.260706686748062
2021-07-20,Monero,-27.910474617080418,-30.523268841938172
2021-07-19,Monero,-30.23610379678056,-23.575634537004774
2021-07-18,Monero,-23.294826605433485,-22.14818827721851
2021-07-17,Monero,-21.965950491767515,-25.569596050335086
2021-07-16,Monero,-25.262013329708015,-23.36869025895827
2021-07-15,Monero,-22.93676807314669,-22.382500101014852
2021-07-14,Monero,-22.238459135704698,-22.94284089752466
2021-07-13,Monero,-25.33594511322584,-20.1480640677245
2021-07-12,Monero,-19.137104394246183,-17.443081484507946
