date,cryptotype,close_percentage,open_percentage
2021-11-21,Bitcoin,58.98366267294185,62.67526407171701
2021-11-20,Bitcoin,62.770525205591,62.29851405540373
2021-11-19,Bitcoin,62.13530556858985,54.9804888175791
2021-11-18,Bitcoin,55.813147144859535,65.95543662679813
2021-11-17,Bitcoin,66.34120341392207,63.66829654501135
2021-11-16,Bitcoin,63.72653623353354,69.826388727437
2021-11-15,Bitcoin,70.44053213262488,82.35188106340941
2021-11-14,Bitcoin,82.4235588772575,79.4883751834553
2021-11-13,Bitcoin,79.68456646918989,76.59770951502999
2021-11-12,Bitcoin,77.05185050476737,79.98073839822102
2021-11-11,Bitcoin,80.3944202671964,79.20643535377103
2021-11-10,Bitcoin,79.14841460233079,84.75738497613335
2021-11-09,Bitcoin,84.89642657179112,89.2862038988767
2021-11-08,Bitcoin,89.2746388141228,80.70153406035988
2021-11-07,Bitcoin,80.83593796912061,72.42041925798209
2021-11-06,Bitcoin,72.30870594141241,69.47818464509908
2021-11-05,Bitcoin,69.49729075488776,72.55321849483319
2021-11-04,Bitcoin,72.44135637397923,73.09963055499756
2021-11-03,Bitcoin,73.3418660360035,75.24095462730868
2021-11-02,Bitcoin,74.94502082253119,69.36424998221801
2021-11-01,Bitcoin,69.55306312356932,66.20522437834403
2021-10-31,Bitcoin,66.74330647395588,71.04813520891004
2021-10-30,Bitcoin,71.07907968355902,70.96053731060714
2021-10-29,Bitcoin,71.24169218163328,70.94251741905366
2021-10-28,Bitcoin,70.82793600277876,62.987428370947995
2021-10-27,Bitcoin,63.149322027983324,67.82396076634272
2021-10-26,Bitcoin,68.47051548539939,73.92854556645726
2021-10-25,Bitcoin,73.9645870255625,71.7597801448694
2021-10-24,Bitcoin,72.315925455026,69.6572789759352
2021-10-23,Bitcoin,69.9820930181619,69.48013391221423
2021-10-22,Bitcoin,69.73066749450784,74.21160081010187
2021-10-21,Bitcoin,75.23168754552127,80.39436205079605
2021-10-20,Bitcoin,80.37527663199879,77.00301629458033
2021-10-19,Bitcoin,77.37875571804821,73.55595398665633
2021-10-18,Bitcoin,73.84027263799395,72.23163273787893
2021-10-17,Bitcoin,72.20825063712242,69.48068620456353
2021-10-16,Bitcoin,69.72040190983506,70.83966109094375
2021-10-15,Bitcoin,70.4627326789922,64.77250221944027
2021-10-14,Bitcoin,64.626764052684,60.99137884502499
2021-10-13,Bitcoin,61.42127832802894,56.02425638217634
2021-10-12,Bitcoin,56.229125546372906,57.11488216236966
2021-10-11,Bitcoin,57.358578342810105,56.649408004531395
2021-10-10,Bitcoin,56.8882042666526,52.689190299279986
2021-10-09,Bitcoin,52.26411663725868,51.32162780833129
2021-10-08,Bitcoin,51.62279401802864,49.156186970100954
2021-10-07,Bitcoin,49.32809438018115,51.97200078130416
2021-10-06,Bitcoin,52.53607333025832,42.876395544118864
