date,cryptotype,close_percentage,open_percentage
2021-11-21,Ripple,6.640259037845733,10.416494211909178
2021-11-20,Ripple,10.407572882416893,11.605014484364359
2021-11-19,Ripple,11.523089062537357,7.003860251506961
2021-11-18,Ripple,6.690551709986408,14.307423771352143
2021-11-17,Ripple,16.37820979450249,10.37030660609779
2021-11-16,Ripple,9.40904741591386,15.874670176333344
2021-11-15,Ripple,15.93384571516274,24.561745193485653
2021-11-14,Ripple,25.096079334641157,21.868585662787517
2021-11-13,Ripple,21.855229818190107,20.555878847554695
2021-11-12,Ripple,20.806423913229725,24.689014988359844
2021-11-11,Ripple,24.96061575920606,23.775564849375296
2021-11-10,Ripple,23.434610568867114,27.06708328396906
2021-11-09,Ripple,27.000778192242226,30.393508536941592
2021-11-08,Ripple,29.857820361802162,30.85537235992811
2021-11-07,Ripple,31.439244137594102,18.44055991215729
2021-11-06,Ripple,18.24185241087171,19.68860407925417
2021-11-05,Ripple,19.576987674005892,22.810788351085115
2021-11-04,Ripple,22.43711273176321,25.790298802686497
2021-11-03,Ripple,25.80213413394227,17.71800223035666
2021-11-02,Ripple,17.126336230751246,12.698088528227583
2021-11-01,Ripple,12.552406709964274,10.67000605095871
2021-10-31,Ripple,10.678500033287088,13.571517565593838
2021-10-30,Ripple,13.721286216739474,10.656669762128402
2021-10-29,Ripple,10.791380229308007,11.0446334158167
2021-10-28,Ripple,10.148965050652915,3.033916239526263
2021-10-27,Ripple,3.174664525068648,14.314605791116723
2021-10-26,Ripple,14.041478410351212,14.618404003645672
2021-10-25,Ripple,14.297003353917805,12.141806227347953
2021-10-24,Ripple,12.039289330349508,11.921133470152135
2021-10-23,Ripple,12.163461216077517,11.904713929225279
2021-10-22,Ripple,12.086499114292797,13.073731408657055
2021-10-21,Ripple,13.662796976772418,17.522998770377345
2021-10-20,Ripple,17.32030127983672,12.87872794867774
2021-10-19,Ripple,13.40931505832076,12.58723827428025
2021-10-18,Ripple,12.534961477545735,12.456897462436878
2021-10-17,Ripple,12.115223802735098,16.480211099993543
2021-10-16,Ripple,16.496228137519047,16.74501596160305
2021-10-15,Ripple,16.790754063519227,16.504852646511196
2021-10-14,Ripple,16.63477460115153,15.97935392608758
2021-10-13,Ripple,15.905121026720437,14.898600655483186
2021-10-12,Ripple,14.804994820220251,12.098701873633113
2021-10-11,Ripple,12.259923809079028,19.71016237367527
2021-10-10,Ripple,19.486678623715825,19.693742832748416
2021-10-09,Ripple,19.313241695246273,9.811968803820461
2021-10-08,Ripple,9.718963315534317,9.342935196196729
2021-10-07,Ripple,9.199692393208107,8.599846970673845
2021-10-06,Ripple,8.813829787518737,9.486624531997775
2021-10-05,Ripple,9.58349974009922,7.368222344503823
2021-10-04,Ripple,6.879378612076241,5.367852430721784
2021-10-03,Ripple,5.543215719542932,6.973076671050945
