date,cryptotype,close_percentage,open_percentage
2021-12-08,Tron,-10.453023773471823,-9.491778927960574
2021-12-07,Tron,-9.735078073338837,-13.805730561732869
2021-12-06,Tron,-13.966911027710523,-17.992541011366484
2021-12-05,Tron,-18.064803762242388,-15.794659570924571
2021-12-04,Tron,-15.663778203096633,-1.8445385099587808
2021-12-03,Tron,-12.10262224631558,-3.2273329019413524
2021-12-02,Tron,-2.9722269590389763,-6.070774916485116
2021-12-01,Tron,-5.5446144056690745,-3.5604671840041497
2021-11-30,Tron,-3.5739600371809948,-4.853563668844873
2021-11-29,Tron,-4.591293753633938,-6.730140817269464
2021-11-28,Tron,-6.645655256335488,-11.328930119492446
2021-11-27,Tron,-11.380736264707082,-8.030139965451436
2021-11-26,Tron,-7.094737280815422,-1.2186872426738509
2021-11-25,Tron,-1.9519361970839275,-1.8711504801169516
2021-11-24,Tron,-2.7279882082123974,-1.039313458166776
2021-11-23,Tron,-0.9218057378129368,1.7656939394322133
2021-11-22,Tron,1.6614119796883993,0.6568985658027959
2021-11-21,Tron,1.0675594644974036,4.0020099968189005
2021-11-20,Tron,3.6773685787720236,2.925737916740956
2021-11-19,Tron,2.667915425270104,-0.9535662242989611
2021-11-18,Tron,-1.29111357197302,7.427941334998589
2021-11-17,Tron,7.836324669801477,6.889805294959617
2021-11-16,Tron,6.011424027997864,12.879268305936614
2021-11-15,Tron,13.02541122010192,17.992541011366484
2021-11-14,Tron,18.064803762242388,9.969788364341957
2021-11-13,Tron,9.897576161898755,6.786316747653021
2021-11-12,Tron,6.86823346541959,8.825517707093852
2021-11-11,Tron,8.709871131516763,6.6167976165544085
2021-11-10,Tron,6.188692668904531,11.867066159531419
2021-11-09,Tron,11.506795921595883,9.509520241399356
